NUTS_ID,YEAR,spi01_min,spi03_min,spi06_min,spi12_min,lfi_min,tmax_min,fapar_min,sma_min,spi01_mean,spi03_mean,spi06_mean,spi12_mean,lfi_mean,tmax_mean,fapar_mean,sma_mean,spi01_median,spi03_median,spi06_median,spi12_median,lfi_median,tmax_median,fapar_median,sma_median,spi01_max,spi03_max,spi06_max,spi12_max,lfi_max,tmax_max,fapar_max,sma_max,drg_agr_w,drg_agr_s,drg_man_w,drg_man_s,drg_agr_w_01,drg_agr_w_02,drg_agr_w_03,drg_agr_w_04,drg_agr_w_05,drg_agr_w_06,drg_agr_w_07,drg_agr_w_08,drg_agr_w_09,drg_agr_w_10,drg_agr_w_11,drg_agr_w_12,drg_agr_s_01,drg_agr_s_02,drg_agr_s_03,drg_agr_s_04,drg_agr_s_05,drg_agr_s_06,drg_agr_s_07,drg_agr_s_08,drg_agr_s_09,drg_agr_s_10,drg_agr_s_11,drg_agr_s_12,drg_man_w_01,drg_man_w_02,drg_man_w_03,drg_man_w_04,drg_man_w_05,drg_man_w_06,drg_man_w_07,drg_man_w_08,drg_man_w_09,drg_man_w_10,drg_man_w_11,drg_man_w_12,drg_man_s_01,drg_man_s_02,drg_man_s_03,drg_man_s_04,drg_man_s_05,drg_man_s_06,drg_man_s_07,drg_man_s_08,drg_man_s_09,drg_man_s_10,drg_man_s_11,drg_man_s_12,spi12_yearly,hw_month_01,hw_month_02,hw_month_03,hw_month_04,hw_month_05,hw_month_06,hw_month_07,hw_month_08,hw_month_09,hw_month_10,hw_month_11,hw_month_12,yearly_hw,avg_hw_intensity,avg_len_hw,area,gdp,gross_value_added_A,gross_value_added_C,employment_A,employment_C,population,gva_A_lagged,gva_C_lagged,employment_A_lagged,employment_C_lagged,gva_employ_lagged_A,gva_employ_lagged_C,gdp_lagged,growth_rate,gva_employ_A,gva_employ_C
AT111,2001,-1.92,-1.67,-1.45,-1.4,,-2.107,,-2.905,-0.3622499999999999,-0.5189583333333333,-0.6514166666666666,-1.0815,,13.710833333333332,,-1.2835833333333333,-0.384,-0.396,-0.7905,-1.11425,,15.3975,,-1.5145,1.316,0.632,0.5515,-0.589,,25.825,,-0.125,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9395,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0758874,1.0,,,,,,,,,,,,,,,,,
AT111,2002,-2.47,-1.66,-2.005,-1.98,,0.998,,-3.424,0.0294583333333333,-0.0825416666666666,-0.3326666666666666,-0.9847916666666668,,14.16375,,-1.7836666666666667,0.172,-0.20675,-0.645,-1.3,,12.023,,-2.054,1.5995,1.4325,1.138,0.3155,,26.075,,0.199,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.605,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.908418458333333,1.2,,627.48,37.0,92.0,1.6,2.2,37.73,,,,,,,,,,
AT111,2003,-1.675,-2.35,-2.17,-2.275,,0.208,,-1.161,-0.5450416666666666,-0.9879583333333334,-1.063125,-0.7036666666666666,,14.362666666666668,,-0.0460833333333333,-0.59875,-1.2075,-1.5225,-0.2425,,11.847,,0.0185,0.6405,0.686,1.6705,0.6805,,28.46,,1.042,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6805,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.58432465,1.3333333333333333,,674.62,55.0,95.0,1.6,2.2,37.65,37.0,92.0,1.6,2.2,23.125,41.81818181818181,627.48,0.0751259004271052,34.375,43.18181818181818
AT111,2004,-1.72,-1.725,-2.515,-2.275,,0.575,,0.149,0.0014166666666666,-0.0562916666666666,-0.0215416666666666,-0.521125,,13.2335,,0.9459166666666666,-0.0394999999999999,0.23975,0.2,-0.194,,14.758500000000002,,0.996,1.592,1.4985,1.615,0.3535,,23.146,,1.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.8660527,1.5,,676.25,45.0,92.0,1.5,2.3,37.58,55.0,95.0,1.6,2.2,34.375,43.18181818181818,674.62,0.0024161750318697,28.125,41.81818181818181
AT111,2005,-1.014,-1.225,-2.295,-1.945,,0.166,,-0.242,0.2270416666666666,0.0428333333333333,-0.1371249999999999,-0.42075,,12.4955,,0.8103333333333333,0.20625,-0.0339999999999999,0.07975,-0.3015,,13.956,,0.768,1.446,1.3905,1.2395,0.6435,,24.013,,1.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5295215,1.0,,669.25,34.0,110.0,1.4,2.2,37.45,45.0,92.0,1.5,2.3,30.0,40.0,676.25,-0.010351201478743,22.666666666666668,47.82608695652174
AT111,2006,-1.57,-2.745,-1.745,-0.3795,,-2.592,,-1.342,-0.1347916666666666,-0.0755416666666666,0.16425,0.664625,,13.789333333333332,,0.1929166666666666,0.0122499999999999,0.35375,0.402,0.709,,15.8305,,0.594,1.6185,1.276,1.2195,1.632,,26.908,,1.08,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.6704054,2.0,,714.72,37.0,111.0,1.3,2.3,37.45,34.0,110.0,1.4,2.2,24.28571428571429,49.99999999999999,669.25,0.0679417258124766,26.42857142857143,50.45454545454545
AT111,2007,-3.025,-1.49,-2.16,-1.77,,3.537,,-1.277,0.0906666666666666,0.1299166666666666,-0.3910416666666667,-0.474375,,14.7345,,-0.0783333333333333,0.41925,0.1897499999999999,-0.3645,-0.3732499999999999,,14.2655,,-0.3275,1.7065,1.517,0.4,0.36,,25.546,,1.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2965,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.421826155555556,2.25,,739.04,47.0,112.0,1.3,2.3,37.45,37.0,111.0,1.3,2.3,28.46153846153846,48.2608695652174,714.72,0.0340273113946719,36.15384615384615,48.69565217391305
AT111,2008,-1.43,-1.14,-0.973,-0.8225,,3.62,,-0.09,0.006625,-0.1210833333333333,0.3462499999999999,0.1428333333333333,,14.335,,0.557,-0.04975,-0.5005,0.6214999999999999,0.08275,,14.325,,0.509,1.553,1.6155,1.011,1.2195,,24.46,,1.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.6027686,1.3333333333333333,,722.05,33.0,109.0,1.2,2.5,37.46,47.0,112.0,1.3,2.3,36.15384615384615,48.69565217391305,739.04,-0.0229892833946741,25.384615384615383,47.39130434782609
AT111,2009,-1.07,-0.6845,0.1275,0.5415,,1.075,,-0.934,0.4606666666666667,0.712125,0.8744166666666667,1.2199583333333333,,14.09575,,0.03775,0.4725,0.875,1.018,1.27725,,15.9585,,0.0559999999999999,1.985,1.9455,1.549,1.5475,,25.142,,0.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.20319535,1.0,,736.18,31.0,115.0,1.1,2.3,37.5,33.0,109.0,1.2,2.5,27.5,43.6,722.05,0.0195692819056851,25.833333333333336,46.0
AT111,2010,-0.6825,-0.474,-0.2585,0.477,,-0.652,,-0.576,0.4556666666666666,0.7442083333333334,0.8387916666666667,1.123875,,12.6405,,0.34225,0.45175,0.89425,0.929,1.094,,12.8965,,0.2319999999999999,1.553,1.6125,1.7615,1.687,,25.152,,1.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.715061,2.0,,738.53,33.0,116.0,1.1,2.2,37.5,31.0,115.0,1.1,2.3,28.18181818181818,50.00000000000001,736.18,0.003192154092749,30.0,50.434782608695656
AT111,2011,-3.825,-1.835,-1.265,-1.675,,2.932,,-0.8,-0.6494583333333334,-0.7476249999999999,-0.5388333333333334,0.0490416666666666,,14.652416666666667,,0.21675,-0.5065,-0.8180000000000001,-0.769,0.15275,,15.6715,,0.368,0.832,0.1915,1.5565,1.319,,26.075,,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.8385857666666665,3.0,,784.29,40.0,125.0,1.1,2.3,37.51,33.0,116.0,1.1,2.2,30.0,52.72727272727272,738.53,0.0619609223728216,36.36363636363636,56.81818181818181
AT111,2012,-2.58,-1.965,-2.8,-1.845,,2.131,-0.571,-1.164,-0.2846666666666667,-0.6535416666666667,-1.022166666666667,-1.44325,,14.723,0.488,-0.0459166666666666,-0.0487499999999999,-0.58675,-0.8945000000000001,-1.5475,,14.407,0.6365000000000001,-0.0549999999999999,1.273,0.606,0.134,-0.799,,26.008,1.092,1.346,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.415,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.469672025,1.3333333333333333,,791.16,37.0,133.0,1.0,2.3,37.55,40.0,125.0,1.1,2.3,36.36363636363636,54.34782608695652,784.29,0.008759514975328,33.63636363636363,57.82608695652174
AT111,2013,-2.515,-0.9575,-0.588,-0.275,,2.875,-1.62,-0.514,0.2679166666666666,0.6099583333333334,0.6015,0.7463333333333333,,13.95925,-0.2135833333333333,0.6920833333333333,0.37475,0.56625,0.12825,0.8300000000000001,,15.075,-0.247,0.7424999999999999,2.3405,2.486,2.227,1.4335,,28.306,1.149,1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.275,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.09918275,1.3333333333333333,701.0,831.59,35.0,135.0,0.9,2.3,37.53,37.0,133.0,1.0,2.3,37.0,57.82608695652174,791.16,0.051102179078821,35.0,58.69565217391305
AT111,2014,-1.595,-0.2335,-0.0335,-0.3715,,3.646,-0.685,0.704,0.4791666666666667,0.8877083333333333,1.0886250000000002,0.89925,,14.721833333333334,0.420090909090909,1.1093333333333333,0.58275,0.731,0.93325,0.8007500000000001,,15.376,0.463,1.0365,1.8005,1.9155,2.0945,2.189,,24.861,1.281,1.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.7659799933333336,1.5,701.0,866.41,39.0,129.0,0.9,2.1,37.59,35.0,135.0,0.9,2.3,38.888888888888886,58.69565217391305,831.59,0.0418715953775297,43.333333333333336,56.08695652173913
AT111,2015,-2.36,-1.73,-1.52,-1.13,,4.893,-0.928,-1.817,-0.3909999999999999,-0.1977083333333333,-0.1783333333333333,0.7486666666666667,,15.282666666666666,0.1173333333333333,-0.0886666666666666,-0.63225,0.0305,-0.432,1.02775,,14.1295,0.172,-0.0274999999999999,1.9355,1.1,2.059,2.2565,,28.152,0.87,0.972,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,2.09129117125,1.3333333333333333,701.0,893.64,41.0,134.0,0.9,2.2,37.64,39.0,129.0,0.9,2.1,43.333333333333336,61.42857142857142,866.41,0.0314285384517722,45.55555555555556,63.80952380952381
AT111,2016,-1.47,-2.225,-0.7745,-1.325,,3.888,-0.649,-1.077,0.2070833333333333,0.2099166666666666,0.3279583333333333,-0.0751666666666666,,14.844416666666667,0.33675,0.02225,0.186,0.377,0.3415,0.16525,,14.532,0.418,-0.058,1.9205,1.2495,1.2855,0.6115,,25.075,1.097,0.798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.4043822,1.0,701.0,924.98,39.0,153.0,0.8,2.3,37.73,41.0,134.0,0.9,2.2,45.55555555555556,60.90909090909091,893.64,0.0350700505796518,43.333333333333336,69.54545454545455
AT111,2017,-1.24,-1.755,-1.66,-1.735,,-1.258,-0.829,-0.815,-0.2886666666666667,-0.6337916666666666,-0.8567083333333333,-0.8446250000000001,,14.682583333333334,0.233,-0.1228333333333333,-0.37975,-0.948,-0.87,-0.947,,14.0915,0.2265,-0.142,1.7475,0.9985,0.3015,0.437,,27.004,0.969,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.75106425,2.0,701.0,997.92,53.0,161.0,0.8,2.2,37.72,39.0,153.0,0.8,2.3,48.75,66.52173913043478,924.98,0.0788557590434387,66.25,70.0
AT111,2018,-0.6915,-0.288,-0.5255,-0.598,,-1.675,-1.04,-0.138,0.2059166666666666,0.1735,0.246625,0.1419166666666666,,14.363583333333333,0.3905,0.2645833333333333,0.28775,0.14225,0.3025,0.105,,17.4585,0.5920000000000001,0.2355,1.157,1.0275,1.391,0.751,,26.306,1.211,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7537224,2.0,701.0,998.25,41.0,158.0,0.8,2.2,37.55,53.0,161.0,0.8,2.2,66.25,73.18181818181817,997.92,0.0003306878306878,51.25,71.81818181818181
AT111,2019,-1.125,-1.3,-0.9255,-0.5305,,1.46,-0.324,-1.13,-0.0453749999999999,-0.0774166666666666,-0.119375,-0.2054166666666666,,15.673,0.4958333333333333,-0.2478333333333333,-0.0567499999999999,-0.001,-0.04025,-0.2345,,14.771,0.6705,-0.175,1.084,0.57,0.2085,0.244,,27.575,0.976,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,2.269176309090909,5.5,701.0,1017.16,37.0,152.0,0.8,2.3,37.44,41.0,158.0,0.8,2.2,51.25,71.81818181818181,998.25,0.0189431505133984,46.25,69.09090909090908
AT111,2020,-2.08,-1.49,-1.45,-0.994,,4.475,-0.661,-1.263,-0.1200833333333333,-0.0785833333333333,-0.165,-0.2959583333333333,,15.041833333333336,0.7255833333333334,-0.0457499999999999,0.0135,0.17575,-0.4227499999999999,-0.23875,,15.7225,0.9,-0.1,1.223,1.2935,1.035,0.489,,25.844,1.533,0.954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.354,,,,,,,,,,,,,,,,701.0,1007.22,44.0,146.0,0.8,2.2,37.4,37.0,152.0,0.8,2.3,46.25,66.08695652173914,1017.16,-0.0097723072083054,55.0,63.478260869565226
AT111,2021,-2.0965,-0.9435,-0.907,-0.956,,3.998,-2.777,-1.852,-0.03675,-0.2190833333333333,-0.1885833333333333,0.009875,,14.794583333333334,0.0787499999999999,-0.2153333333333333,0.214,-0.261,-0.25275,0.03425,,13.3965,0.274,-0.059,1.3325,0.7475,1.09,0.858,,27.408,1.705,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.88268137,1.0,701.0,,,,,,,44.0,146.0,0.8,2.2,55.0,66.36363636363636,1007.22,,,
AT111,2022,-1.679,-1.2685,-1.1855,,,4.229,-1.762,-2.694,-0.1153333333333333,-0.2082916666666666,-0.2684583333333333,,,15.680666666666667,-0.2468333333333333,-1.6,0.0972499999999999,-0.0995,-0.19425,,,15.282,-0.38,-1.621,0.7015,0.623,0.4175,,,26.513,1.071,-0.342,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0765716283333333,2.0,701.0,,,,,,,,,,,,,,,,
AT112,2001,-1.92,-1.8,-1.28,-1.615,0.0,-0.466,,-1.338,-0.2825416666666667,-0.3712083333333333,-0.5602916666666666,-1.164791666666667,0.5679166666666667,15.114416666666664,,-0.4255833333333333,-0.32225,-0.21625,-0.68025,-1.225,0.756,17.121000000000002,,-0.4825,1.4645,0.7645,0.1975,-0.6,0.935,27.038,,0.442,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.54274958,1.0,,,,,,,,,,,,,,,,,
AT112,2002,-2.085,-1.265,-1.4,-1.18,0.0,3.357,,-1.498,0.1658333333333333,0.1209583333333333,-0.0329166666666666,-0.4295416666666666,0.4439166666666667,15.7825,,-0.4389166666666666,0.19125,-0.12775,-0.156,-0.52725,0.463,13.9405,,-0.6759999999999999,1.641,1.5835,1.4125,0.5695,0.956,27.824,,0.944,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.6186153,1.0,,2849.41,142.0,395.0,6.0,7.0,141.15,,,,,,,,,,
AT112,2003,-2.15,-2.625,-2.22,-2.48,0.0,2.163,,-0.924,-0.6332083333333333,-1.0136666666666667,-1.031875,-0.5995416666666666,0.0144166666666666,16.153916666666667,,0.0344166666666666,-0.5707500000000001,-1.21,-1.56,-0.0985,0.0,14.4945,,-0.0059999999999999,0.709,1.0415,1.9005,0.941,0.173,30.574,,1.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0003769250000003,1.3333333333333333,,2931.17,152.0,386.0,5.9,7.5,141.57,142.0,395.0,6.0,7.0,23.666666666666668,56.42857142857143,2849.41,0.0286936593891367,25.33333333333333,55.142857142857146
AT112,2004,-1.975,-1.47,-2.02,-2.495,0.0,2.252,,-0.602,0.041625,-0.0009166666666666,0.0198333333333333,-0.5889166666666666,0.0,14.755250000000002,,0.5794166666666667,0.176,0.1362499999999999,0.0682499999999999,-0.12075,0.0,16.52,,0.632,1.2575,1.351,1.4425,0.1795,0.0,24.824,,1.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.001189266666667,1.5,,3220.87,184.0,431.0,5.6,7.3,142.52,152.0,386.0,5.9,7.5,25.76271186440678,51.46666666666667,2931.17,0.0988342538986138,31.1864406779661,57.46666666666667
AT112,2005,-1.34,-1.14,-1.54,-1.48,0.0,1.524,,-0.08,0.234625,0.1338333333333333,0.0884999999999999,-0.1787916666666666,0.0245833333333333,14.249583333333334,,0.7900833333333334,0.30775,0.27925,0.163,-0.05825,0.0,15.574,,0.8280000000000001,1.4755,1.3155,1.137,0.737,0.295,25.647,,1.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6401377,1.0,,3277.62,128.0,415.0,5.4,6.8,143.59,184.0,431.0,5.6,7.3,32.85714285714286,59.04109589041096,3220.87,0.0176194630643273,22.857142857142858,56.84931506849316
AT112,2006,-1.545,-2.78,-1.55,-0.0955,0.0,-1.253,,-2.315,-0.0396666666666666,0.0485833333333333,0.32275,0.7636666666666666,0.0316666666666666,15.275666666666666,,-0.0465,0.2615,0.4682499999999999,0.55,0.70475,0.0,17.445999999999998,,0.6875,1.4555,1.343,1.3755,1.704,0.38,28.657,,1.138,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.180637433333333,1.5,,3393.23,145.0,436.0,5.2,7.0,144.66,128.0,415.0,5.4,6.8,23.703703703703702,61.02941176470589,3277.62,0.0352725453225206,26.85185185185185,64.11764705882354
AT112,2007,-2.94,-1.33,-2.175,-1.57,0.0,4.124,,-2.429,0.0644166666666666,0.1632916666666666,-0.2935,-0.3162083333333333,0.2091666666666667,16.22075,,-0.0919166666666666,0.2865,0.16125,-0.239,-0.246,0.0,15.5795,,-0.2764999999999999,1.5375,1.761,0.5185,0.503,0.855,27.666,,1.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7278686000000003,2.75,,3602.28,154.0,477.0,5.2,7.4,145.67,145.0,436.0,5.2,7.0,27.884615384615383,62.285714285714285,3393.23,0.0616079664508448,29.615384615384613,68.14285714285714
AT112,2008,-1.6,-1.28,-1.105,-0.5405,0.0,4.788,,-0.647,-0.0535416666666666,-0.250125,0.25275,0.181625,0.0,16.021166666666666,,0.3148333333333333,-0.0475,-0.49325,0.43925,0.10325,0.0,16.2405,,0.4639999999999999,1.1455,1.352,1.0465,1.1565,0.0,25.67,,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.621958864285714,2.333333333333333,,3683.01,145.0,466.0,5.1,7.0,146.96,154.0,477.0,5.2,7.4,29.615384615384613,64.45945945945945,3602.28,0.0224108064892234,27.884615384615383,62.97297297297297
AT112,2009,-1.405,-0.6775,-0.031,0.249,0.0,2.004,,-1.113,0.4412083333333333,0.7072916666666668,0.8217916666666666,1.07825,0.0,15.715583333333331,,0.0551666666666666,0.4352499999999999,0.7675000000000001,0.96575,1.18225,0.0,17.2885,,0.0484999999999999,2.107,1.9265,1.628,1.4955,0.0,27.181,,1.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.2186165,1.0,,3685.4,123.0,462.0,4.9,6.8,148.09,145.0,466.0,5.1,7.0,28.43137254901961,66.57142857142857,3683.01,0.0006489257428027,24.117647058823533,66.0
