quarter,pdvmil,pdvmily,wara_later,wara,pgdp,rgdp,rcons,rcdur,rcnd,rcsv,rcndsv,rinv,rinvfx,rnri,rres,rgov,rfed,rdef,rsl,kcdur,tothours,milithours,totpop,fr25_64pop16,fr25_64pop,tothoursces,nwmfg,pman,cpi,ppi,pbus,nwbus,BAA,tb3,romerexog,amtss,amtbr,spf_rfedlag,spf_rfed0,spf_rfed1,spf_rfed2,spf_rfed3,spf_rfed4,spf_rsllag,spf_rsl0,spf_rsl1,spf_rsl2,spf_rsl3,spf_rsl4,spf_ndeflag,spf_ndef0,spf_ndef1,spf_ndef2,spf_ndef3,spf_ndef4,spf_pgdplag,spf_pgdp0,spf_pgdp1,spf_pgdp2,spf_pgdp3,spf_pgdp4
1985.5,0,0.000,0,0,77.95657586,54.624,52.056,33.279,58.82,54.369,55.40072996,42.949,43.645,41.979,49.725,68.603,83.617,92.308,59.565,33.31604,209.9990952,3.983,238679,0.646750033,0.496999979,199.138,9.430000305,100.910759,107.9000015,102.6666641,82.524,72.508,12.47000027,7.106666565,0,0.185000002,0.398999989,130.4521739,132.0695652,133.7,134.9434783,136.2,136.8045455,183.4333333,184.25,185.4166667,186.4291667,187.2083333,187.7304348,.,.,.,.,.,.,230.6870967,232.5741935,234.7580645,237.0903226,239.7903226,242.4566667
1985.75,0,0.000,0,0,78.4676042,55.038,52.17,32.133,59.344,54.806,55.86006163,44.629,44.469,42.7,50.908,69.013,83.585,92.727,60.258,33.91,212.4625486,4.008,239307,0.647500038,0.497999996,200.205,9.5,101.4621811,109,103.3000031,82.932,73.825,11.97666645,7.166666508,0,0.185000002,0.398999989,139.8894737,138.4631579,138.3105263,138.8789474,140.068421,141.0526316,186.075,187.37,188.29,189.34,190.05,191.1,.,.,.,.,.,.,232.1458333,234.1916667,236.325,238.4166666,240.7125,243.25
1986,0,0.000,0,0,78.86695341,55.567,52.605,32.789,60.097,54.996,56.22244206,44.537,44.533,42.113,53.084,69.759,83.141,92,61.759,34.533,213.2145498,3.933,239788,0.648249984,0.499000013,199.891,9.556666374,99.83333588,109.5666656,101.7333298,83.244,74.66,11.01666641,6.896666527,4.2,0.194000006,0.400999993,345.0473684,336.8052631,334.7473684,336.268421,336.2842105,336.8578946,401.215,405.1749999,408.005,410.19,412.58,414.225,.,.,.,.,.,.,113,113.932,114.78,115.928,116.908,118.288
1986.25,0,0.000,0,0,79.28302563,55.79,53.166,33.947,60.632,55.307,56.59714693,43.548,44.427,41.059,56.03,71.242,85.792,95.469,62.514,35.18427,214.3802338,4.045,240271,0.648999989,0.5,200.567,9.576666832,98.09999847,109.0333328,99.83333588,83.553,75.365,10.27333355,6.139999866,0,0.194000006,0.400999993,317.9954545,320.6954545,323.9090909,326.690909,326.8045454,328.4285714,398.9636362,401.2272727,403.1636363,404.840909,406.8227272,394.3571428,.,.,.,.,.,.,113.725,114.2678571,114.9785714,115.9428571,116.9178571,118.0592592
1986.5,0,0.000,0,0,79.73476779,56.328,54.095,36.843,60.758,55.753,56.94895413,42.183,44.177,40.459,56.893,72.854,89.039,99.187,63.114,35.88529,215.5490347,3.963,240854,0.649749994,0.500750005,200.916,9.603333473,97.5,109.6999969,99.3666687,83.921,76.188,10.18000031,5.523333549,0,0.194000006,0.400999993,326.6157893,326.968421,330.8315789,330.0210525,330.4210525,332.6315788,412.5263157,415.7842104,418.1052631,419.8842104,421.4578946,423.6789472,.,.,.,.,.,.,114.1333333,114.625,115.3125,116.05,116.975,117.8916666
1986.75,-89.4,-0.020,0,0,80.27031802,56.6,54.421,36.259,61.252,56.354,57.51945476,42.249,44.471,40.874,56.791,72.436,87.657,96.41,63.29,36.556,217.5703757,4.01,241467,0.6505,0.50150001,202.645,9.640000343,98.26667023,110.4666672,99.73332977,84.351,77.138,10.09333324,5.353333473,22.7,0.194000006,0.400999993,332.5499997,338.1749999,334.9399999,334.5999999,336.2849999,339.525,420.0315789,421.2526315,422.7210526,424.1736842,426.6736841,428.8421053,.,.,.,.,.,.,115,115.6583333,116.5208333,117.3,118.4125,119.4625
1987,0,0.000,0,0,81.01873001,56.914,54.338,34.108,61.332,57.018,58.09976353,43.539,43.59,39.75,56.641,72.732,88.179,97.831,63.449,37.15637,219.7542647,4.04,241930,0.651250005,0.502250016,204.937,9.68999958,99.3666687,111.8000031,100.9000015,85.07,77.541,9.659999847,5.53666687,-7.2,0.185000002,0.375,378.1888888,370.1333333,370.011111,372.2388888,380.4999999,377.5875,430.7444442,433.261111,436.0944443,440.5944443,442.911111,439.4999999,.,.,.,.,.,.,115.2318182,116.1318182,117.0772727,118.2545454,119.3409091,120.4904762
1987.25,0,0.000,0,0,81.48090196,57.519,55.066,35.507,61.8,57.56,58.61984015,43.6,44.37,40.703,56.89,73.192,89.403,100.183,63.446,37.75766,221.3935991,3.94,242423,0.65200001,0.503000021,205.468,9.726666451,100.5666656,113.0666656,102.5,85.437,78.056,10.35666656,5.656666756,0,0.185000002,0.375,331.8818179,335.8954545,337.790909,342.4636363,339.0999999,339.7181817,424.669565,427.1608695,428.8260869,431.1434782,432.7347826,435.4565216,.,.,.,.,.,.,116.2296296,117.4,118.5703704,119.6851852,120.8074074,122.0518518
1987.5,0,0.000,0,0,82.12106588,58.018,55.68,36.974,61.851,58.051,58.98195364,43.644,45.314,42.014,56.718,73.194,89.498,101.665,63.393,38.36787,222.5979139,3.878,243012,0.652999997,0.503750026,206.145,9.796667099,101.4000015,114.2666702,103.6666641,86.141,78.885,10.90666676,6.04333353,-20,0.185000002,0.375,329.1999998,336.0388888,341.3055555,338.4722221,339.0166665,340.1647058,435.136842,438.0999999,440.8894736,443.8210526,446.1315788,448.4388889,.,.,.,.,.,.,117.1727273,118.3818182,119.8181818,121.0909091,122.3363636,123.5809524
1987.75,0,0.000,0,0,82.748979,59.011,55.814,35.975,61.926,58.643,59.41928913,47.048,45.308,41.916,56.996,74.08,90.829,101.522,64.012,38.955,224.0665961,4.011,243639,0.654000044,0.504500031,209.263,9.866666794,102.0999985,115.3333359,104.1666641,86.51,79.836,11.38000011,5.863333225,0,0.185000002,0.375,337.1666664,345.6866666,338.3933332,337.8066666,339.6933332,343.6133333,437.0499997,440.025,442.7687499,445.4812499,448.1874999,451.0124999,.,.,.,.,.,.,117.8578947,118.8105263,119.7736842,120.9473684,121.9157895,123.268421
1988,-242,-0.050,0,0,83.42774294,59.316,56.746,37.678,62.594,59.351,60.11148641,44.397,45.249,42.238,55.763,73.721,88.361,100.432,64.922,39.57207,225.6137458,4.01,244131,0.655000031,0.505249977,209.722,9.923333168,102.5999985,116.2333298,104.7666702,87.294,81.296,10.75333309,5.723333359,19.1,0.187999994,0.356000006,354.6533333,342.9866666,342.3466666,343.8333332,349.6399999,345.1066666,440.6666667,443.8199999,446.1666666,449.3399999,452.5266666,455.54,.,.,.,.,.,.,118.7333333,119.7111111,120.7611111,121.8666667,123.1666667,124.5222222
1988.25,0,0.000,0,0,84.21219082,60.078,57.159,37.691,63.092,59.865,60.61719238,45.477,46.134,43.277,56.205,73.914,87.461,99.576,65.773,40.18577,227.5005647,3.993,244610,0.656000018,0.505999982,212.665,10.01666641,103.8666687,117.5666656,106.5,87.987,82.307,10.97999954,6.210000038,0,0.187999994,0.356000006,325.8142856,332.2812499,334.1999999,338.19375,334.7375,335.38125,443.1928571,445.6125,447.9999999,450.6749999,453.13125,455.0062499,.,.,.,.,.,.,119.3470588,120.4833333,121.5722222,122.8222222,124.0555555,125.3388889
1988.5,0,0.000,0,0,85.16261509,60.388,57.609,37.2,63.527,60.66,61.3058264,45.769,46.312,43.504,56.24,73.871,86.806,98.608,66.099,40.78226,227.8711438,3.947,245240,0.656750023,0.506749988,212.909,10.07999992,105.0333328,119,108,89.065,83.339,11.07333279,7.009999752,0,0.187999994,0.356000006,326.3714284,333.7133333,337.9799999,336.0266665,336.2599999,337.5666666,452.542857,454.1533332,456.9266666,459.8266666,462.84,465.1266666,.,.,.,.,.,.,120.7388889,121.9277778,123.1611111,124.4388889,125.8055555,127.05
1988.75,-58.8,-0.011,0,0,85.80766402,61.195,58.288,38.163,64.189,61.212,61.88728495,46.375,46.776,43.962,56.734,75.372,89.413,100.687,66.939,41.379,229.5360133,3.932,245884,0.657500029,0.507499993,215.169,10.1833334,106.0333328,120.3000031,108.5,89.688,83.792,10.51333332,7.726666451,0,0.187999994,0.356000006,325.853846,330.6923077,332.0230769,332.7615384,333,334.7,454.9307692,457.1538461,459.9692307,462.7923076,464.8999999,467.5153845,.,.,.,.,.,.,122.3,123.74,125.0933333,126.5066666,127.8133333,129.18
1989,0,0.000,0,0,86.77977626,61.769,58.502,37.994,64.48,61.528,62.19663035,48.152,47.242,44.705,56.362,74.909,87.583,97.426,67.29,41.95212,230.9590768,3.932,246378,0.658249974,0.508249998,217.161,10.26000023,107.9666672,121.6666641,110.9333344,90.7,84.023,10.64333344,8.539999962,0,0.184,0.360000014,333.4933332,333.2066666,333.3466666,333.5999999,335.0333333,332.9571427,458.1733333,460.5999999,463.0133332,465.2533332,467.4933332,470.5785713,.,.,.,.,.,.,123.8235294,125.0941176,126.5235294,127.9352941,129.3764706,130.925
1989.25,0,0.000,0,0,87.63478009,62.231,58.763,38.501,64.577,61.756,62.38838493,47.59,47.307,45.341,54.693,76.069,89.554,99.502,67.965,42.51255,231.6941586,3.983,246906,0.658999979,0.509000003,218.4,10.30333328,109.8666687,123.6333313,112.8000031,91.613,84.394,10.36666679,8.409999847,0,0.184,0.360000014,337.6999999,338.6937499,338.7499999,338.7749999,340.6666665,341.3785714,473.8625,476.0562499,479.0249999,482.2249998,486.6599998,492.042857,.,.,.,.,.,.,125.1882353,126.6294117,128.0529412,129.3764706,130.8,132.225
1989.5,0,0.000,0,0,88.20884815,62.725,59.373,39.371,65.225,62.234,62.91600401,47.03,48.13,46.64,54.097,76.786,90.416,100.711,68.595,43.06581,233.0332092,3.927,247573,0.659749985,0.509249985,218.647,10.3866663,109.8000031,124.5999985,112.4000015,92.097,85.004,9.886666298,7.843333244,0,0.184,0.360000014,345.928571,345.192857,346.4714285,346.6499999,347.3499999,348.0999999,477.7571425,481.2142856,484.392857,488.1428571,491.3999999,495.0714284,.,.,.,.,.,.,126.0466667,127.2466666,128.4466666,129.8866666,131.2466666,132.68
1989.75,-507.6,-0.092,0,0,88.79291146,62.862,59.664,38.175,65.964,62.876,63.5844615,46.548,47.337,45.952,52.96,77.194,89.962,99.703,69.512,43.584,234.7220371,4.035,248281,0.66049999,0.509500027,219.761,10.4533329,110.8666687,125.8666687,112.8333359,92.615,86.138,9.813333511,7.653333187,0,0.184,0.360000014,335.9615383,338.7285713,336.05,335.3999999,334.0999999,335.1357142,470.0142856,472.8666666,475.7066666,478.4333333,481.3133333,484.2266666,.,.,.,.,.,.,126.6666666,127.88,129.1266666,130.4,131.7666666,133.1066666
1990,0,0.000,0,0,89.86586479,63.518,60.135,39.787,65.879,63.15,63.75593338,47.006,47.926,46.562,53.5,78.385,91.312,99.921,70.609,44.10598,235.7118376,3.904,248827,0.661249995,0.509750009,219.913,10.61666679,112.4000015,128.0333405,114.5,93.704,87.96,10.09666634,7.759999752,10.3,0.180999994,0.361999989,333.8461536,334.1769229,333.5538461,332.8999999,332.3846153,330.4,474.1538461,476.5461537,478.8461537,481.5076922,484.2230768,486.4307691,.,.,.,.,.,.,128.0076923,129.3461538,130.6,131.9,133.2769231,134.6769231
1990.25,0,0.000,0,0,90.90966113,63.771,60.334,38.472,65.951,63.937,64.33418051,47.019,46.818,45.758,51.442,78.501,91.421,99.639,70.73,44.57673,236.0714187,3.761,249565,0.662,0.50999999,218.723,10.7300005,112.9333344,129.3000031,114.3333359,94.728,89.954,10.31000042,7.746666431,0,0.180999994,0.361999989,335.5222221,334.4666665,334.9333333,336.1666666,334.2333332,334.0777777,479.5888888,482.1777777,486.0333332,489.9888888,492.9777776,495.9444443,.,.,.,.,.,.,129.6888889,130.9,132.2333333,133.5777777,135.0333333,136.4222222
1990.5,0,0.000,0,0,91.7453348,63.77,60.563,38.082,66.058,64.429,64.71111196,45.912,46.312,46.05,48.519,78.478,90.605,97.934,71.172,44.99325,235.7961239,3.861,250439,0.662750006,0.510500014,218.714,10.82333374,114.6666641,131.5333405,116.4666672,95.478,91.38,10.41666698,7.476666451,0,0.180999994,0.361999989,344.7692308,340.9153844,341.3307692,338.7923076,338.9923076,337.4416666,475.1538461,477.6923075,479.8076922,482.4615384,484.7461538,487.9999999,.,.,.,.,.,.,130.9230769,132.3076923,133.7,135.1307692,136.4692307,137.8666666
1990.75,112.1,0.019,0,0,92.48390312,63.211,60.091,37.033,65.395,64.252,64.39373757,43.009,44.993,45.17,45.832,79.257,91.401,99.725,71.939,45.335,234.1301011,3.828,251346,0.663500011,0.511000037,218.124,10.91333389,117.8333282,133.7666626,119.8666687,96.209,92.111,10.59666634,6.989999771,0,0.180999994,0.361999989,345.967857,347.3428571,345.8142856,344.0357142,342.6499999,340.7321428,477.2249999,478.7678571,480.7499999,482.7214285,484.1285713,486.4464285,.,.,.,.,.,.,132.0966666,133.6666666,135.1933333,136.53,137.8233333,139.11
1991,0,0.000,0,0,93.47746602,62.905,59.92,36.013,65.426,64.296,64.43255286,41.258,43.452,44.004,43.105,79.579,92.11,100.593,72.031,45.5914,232.0400261,3.829,252135,0.664250016,0.511500001,216.471,10.98333359,116.1333313,134.7666626,117.4666672,97.169,92.88,10.2033329,6.023333073,35.2,0.179000005,0.370999992,350.829032,356.0580644,355.7999999,353.0870966,350.3838708,346.0629628,481.1499998,480.9937498,482.2531248,483.4593749,485.0937499,487.1214284,.,.,.,.,.,.,133.0971428,134.7342857,135.9428571,137.0885714,138.2514285,139.4233333
1991.25,0,0.000,0,0,94.14179694,63.33,60.377,36.194,65.81,64.864,64.94759081,41.05,43.387,43.582,44.124,79.857,92.371,100.318,72.317,45.80204,231.5169548,3.798,252913,0.665000021,0.512000024,215.476,11.08333302,115.5333328,135.5666656,116.3000031,97.785,94.621,9.920000076,5.559999943,0,0.179000005,0.370999992,346.9794868,346.7179485,345.7384614,344.1846152,342.0305554,340.8694442,480.8230768,480.7948717,481.5820511,483.1846152,484.5555553,486.572222,.,.,.,.,.,.,134.9095238,136.0333333,137.1666666,138.297619,139.4846154,140.6692307
1991.5,0,0.000,0,0,94.87546387,63.596,60.608,36.75,65.921,65.025,65.09352677,42.072,43.532,43.17,45.952,79.478,90.65,97.631,72.733,45.998,231.4394733,3.745,253807,0.665750027,0.512250006,215.642,11.19000053,115.5999985,136.6000061,116.1333313,98.528,95.641,9.683333397,5.376666546,0,0.179000005,0.370999992,357.0714282,352.2107141,350.4857141,348.9642855,348.3464284,347.559259,480.0214282,479.7035712,480.685714,482.1321426,484.167857,486.4037035,.,.,.,.,.,.,136.0848485,137.1636363,138.2757576,139.3909091,140.6090909,141.734375
1991.75,-112.1,-0.019,0,0,95.42492873,63.846,60.581,36.151,65.355,65.41,65.20259712,43.683,43.614,42.942,46.96,79.144,88.871,94.314,73.258,46.203,231.8932463,3.669,254718,0.666499972,0.512500048,215.491,11.25666714,116.3000031,137.7333374,116.2333374,98.984,96.745,9.399999619,4.539999962,0,0.179000005,0.370999992,340.7999992,341.0611109,340.3555553,338.4749998,337.9944443,336.0833331,478.6999998,478.8027775,479.4527775,480.0388887,481.7527775,483.9777775,.,.,.,.,.,.,136.9,137.9025641,138.9846154,140.0153846,141.1076923,142.2282051
1992,0,0.000,0,0,95.911443,64.546,61.622,37.57,66.327,66.326,66.13142,42.712,44.065,42.749,49.356,79.745,88.899,92.843,74.201,46.45923,233.1621992,3.622,255448,0.667249978,0.51275003,214.893,11.28999996,116.2000046,138.6666718,115.9000015,99.283,98.652,9.203332901,3.893333197,0,0.175999999,0.368999988,370.1999998,370.0759998,369.044333,369.4849442,366.8405831,364.9377739,551.6999998,552.2356108,553.516083,555.2479442,557.0991941,559.2766449,.,.,.,.,.,.,117.9102564,118.7683077,119.6061282,120.504,121.4267948,122.535647
1992.25,0,0.000,0,0,96.50478293,65.232,61.988,37.831,66.607,66.751,66.51266778,45.525,45.798,44.445,51.244,79.651,88.81,92.91,74.106,46.75208,233.5467066,3.547,256285,0.667999983,0.513000011,215.911,11.3866663,117.4666672,139.7333374,117.1666641,99.74,99.282,9.130000114,3.680000067,0,0.175999999,0.368999988,372.7999992,371.7034703,371.1097056,369.3522939,367.9295622,366.739031,557.12647,558.0952351,558.2996175,561.9762055,564.4221247,567.3798435,.,.,.,.,.,.,118.7972973,119.6426486,120.5364865,121.4765946,122.6682571,123.6775
1992.5,0,0.000,0,0,96.9531902,65.905,62.673,38.638,67.003,67.493,67.15626902,45.996,46.494,45.343,51.361,80.06,89.824,94.185,74.153,47.07785,233.2579702,3.422,257232,0.668500006,0.513249993,215.868,11.45333385,117.6666641,140.8000031,117.8666687,100.192,100.831,8.703332901,3.083333492,0,0.175999999,0.368999988,375.5999994,373.9618482,371.8446665,369.5492118,367.9339998,366.278818,562,563.7758482,565.5403634,567.6335755,570.4141815,572.7748786,.,.,.,.,.,.,120.5,121.2653889,122.0818611,123.0899166,123.9454444,124.8294444
1992.75,0,0.000,0,0,97.50296551,66.599,63.438,39.406,67.675,68.276,67.905648,47.452,47.942,46.707,53.106,80.083,89.87,93.464,74.165,47.428,233.6797759,3.339,258147,0.66900003,0.513499975,217.113,11.48999977,118.1333313,142.0333405,117.8333359,100.757,101.221,8.869999886,3.069999933,0,0.175999999,0.368999988,376.5078945,373.7130787,372.0147629,370.8869997,370.9164734,370.1800524,562.152631,564.5595523,566.8385787,569.5848682,572.6174208,576.1694997,.,.,.,.,.,.,121.2025641,121.9621795,122.9084102,123.7759743,124.6441025,125.5357948
1993,0,0.000,0,0,98.08755864,66.721,63.695,39.788,67.743,68.56,68.12720326,48.567,48.221,47.004,53.348,79.239,87.106,89.785,74.467,47.79009,235.3457116,3.296,258919,0.669499993,0.513750017,218.594,11.56999969,118.8666687,143.0666656,118.3666687,101.288,101.563,8.403333664,2.960000038,0,0.178000003,0.379000008,376.3176463,374.5648526,373.0169703,371.8607938,370.5496467,368.2959996,562.608823,564.6384409,567.525882,570.618882,574.2452349,576.8873663,.,.,.,.,.,.,121.7,122.537303,123.3484545,124.2065757,125.1035454,125.9744666
1993.25,0,0.000,0,0,98.62840293,67.148,64.306,41.08,68.281,68.963,68.5677091,48.948,49.3,48.255,53.976,79.18,85.876,88.463,75.107,48.17601,236.0482502,3.289,259680,0.670000017,0.513999999,221.094,11.65333366,119.6666641,144.1000061,119.5,101.8,102.034,8.140000343,2.966666698,0,0.178000003,0.379000008,359.6999998,363.6700854,362.945314,360.6816283,359.3821872,359.3865622,561.7999992,565.5236174,568.004235,571.7272056,574.798419,577.4799997,.,.,.,.,.,.,122.8714285,123.7307143,124.5999143,125.5113714,126.4207812,127.429375
1993.5,0,0.000,0,0,99.08299013,67.502,65.004,41.538,68.957,69.732,69.30966079,48.914,50.174,48.793,55.839,79.101,84.97,87.26,75.523,48.58186,237.7092391,3.177,260566,0.67050004,0.51424998,221.422,11.72666645,118.7666702,144.7666626,118.8666611,102.174,102.487,7.623333454,3.00333333,22.8,0.178000003,0.379000008,354.2999992,354.1180721,352.3856947,350.103046,349.0445809,347.2691637,565.8647051,568.6936442,571.6501819,574.0119273,577.0558258,578.1343388,.,.,.,.,.,.,123.7,124.5496718,125.4745466,126.4072167,127.3875896,128.2777736
1993.75,0,0.000,0,0,99.62715483,68.393,65.582,42.537,69.437,70.198,69.77957778,51.495,52.403,50.841,58.651,79.491,85.415,88.097,75.88,49.017,239.9272553,3.154,261425,0.671000004,0.514500022,222.888,11.83333302,119.1666718,145.9666748,118.9000015,102.669,102.892,7.553333282,3.059999943,5.3,0.178000003,0.379000008,353.7968743,352.7465622,350.4962184,349.1566872,347.9699996,346.4680309,584.5999994,586.7157184,588.2272184,590.5367184,592.3399059,594.5772496,.,.,.,.,.,.,124.5,125.3202647,126.2152353,127.1214706,128.0519706,128.9748823
1994,0,0.000,0,0,100.1505959,69.059,66.313,43.55,70.366,70.745,70.4281596,53.717,53.099,51.347,59.895,78.48,82.358,83.683,76.093,49.48619,238.6630668,3.139,262123,0.671499968,0.514750004,224.066,11.93999958,119.6666718,146.6999969,119.3666687,103.027,103.916,7.846666813,3.24333334,13.4,0.177509934,0.38499999,349.7999992,348.8448211,347.743214,346.7161068,345.2804283,344.6826293,590.3999996,593.5939283,597.3904997,600.7721426,603.4202497,606.3208516,.,.,.,.,.,.,124.9,125.7361724,126.5365862,127.3673448,128.2422414,129.1529285
1994.25,0,0.000,0,0,100.6285445,70.003,66.805,44.019,70.923,71.209,70.91599434,56.847,54.376,52.384,61.879,78.81,81.893,83.726,76.899,49.97567,242.5736286,3.1,262877,0.671999991,0.514999986,227.408,11.97999954,120.3000031,147.5333252,120.0333328,103.412,103.583,8.596666336,3.986666679,0,0.177509934,0.38499999,338,340.2193527,339.6342056,338.2289115,335.971333,334.8324542,588.8999996,595.1141512,598.4721512,601.0160603,604.1452118,607.2736966,.,.,.,.,.,.,125.7,126.4930294,127.3301176,128.2432353,129.1934242,130.1495757
1994.5,0,0.000,0,0,101.2263321,70.454,67.34,44.482,71.534,71.727,71.45880644,55.825,54.916,53.366,61.204,80.192,84.14,86.484,77.761,50.47681,243.6454201,3.047,263724,0.672500014,0.515500009,229.539,12.05666733,121.1666641,148.8999939,120.9666672,104.049,103.603,8.840000153,4.476666451,0,0.177509934,0.38499999,337.7551724,337.5597238,336.2637584,334.052517,333.3141721,332.5933211,581.6482757,587.344517,590.5645169,594.0185169,597.0293445,600.858333,.,.,.,.,.,.,125.9241379,126.8663448,127.7889655,128.7788965,129.743862,130.7468214
1994.75,0,0.000,0,0,101.7476873,71.237,68.004,46.046,72.293,72.051,71.90109157,58.428,56.419,55.729,60.401,79.5,81.83,82.395,78.034,50.993,244.6248818,2.974,264559,0.672999978,0.516000032,230.663,12.14999962,121.6999969,149.7666626,121.4333344,104.471,104.097,9.206666946,5.279999733,0,0.177509934,0.38499999,342.2857137,339.0623569,336.3391068,335.0013925,333.9442854,333.2301067,587.7107135,591.1874997,594.7369281,598.4121781,602.2313568,605.7857496,.,.,.,.,.,.,126.425,127.3471071,128.33175,129.2921071,130.2752857,131.2584285
1995,0,0.000,0,0,102.3315409,71.412,68.084,45.091,72.553,72.394,72.22200244,59.022,57.707,58.007,59.06,79.816,81.63,82.174,78.659,51.48654,246.8519138,2.975,265270,0.673500001,0.516499996,232.493,12.22666645,123.0333328,150.8666687,123.4333344,104.956,104.966,8.876667023,5.736666679,0,0.181470141,0.386000007,329.3499998,331.1092219,330.4656663,329.1629625,327.8732589,327.743391,591.7999993,596.2982853,600.0177854,603.8014282,607.2075354,609.8642605,.,.,.,.,.,.,127.0071429,127.9113214,128.7679643,129.7088571,130.6340357,131.6940416
1995.25,0,0.000,0,0,102.7848809,71.565,68.642,45.55,72.909,73.048,72.79266257,57.435,57.488,58.41,57.161,80.083,81.307,82.028,79.279,51.9797,247.4737621,2.939,265998,0.674000025,0.51700002,232.726,12.28333378,124.3333359,152.1000061,124.9333344,105.398,105.443,8.233333588,5.596666813,0,0.181470141,0.386000007,326.5862745,326.7492938,325.846882,324.9334311,324.1545997,323.6994597,592.1419994,596.1672797,599.6856197,603.166265,606.3973397,609.6968596,.,.,.,.,.,.,127.6183673,128.5137347,129.4308979,130.347449,131.3475306,132.3293877
1995.5,0,0.000,0,0,103.2674214,72.167,69.255,46.836,73.168,73.569,73.24152354,56.882,58.247,58.801,58.929,79.907,80.754,81.047,79.329,52.48813,247.5640494,2.914,266843,0.674499989,0.517500043,234.619,12.39333344,124.3666687,152.8666687,125.1999969,105.855,106.146,8.053333282,5.366666794,0,0.181470141,0.386000007,324.6379994,323.8521629,322.6235508,321.0238956,319.5224997,318.8439571,595.3919996,598.4318539,601.3579997,604.3583121,607.524958,610.2721486,.,.,.,.,.,.,128.0040816,128.7674375,129.5970416,130.4700833,131.381125,132.2633617
1995.75,0,0.000,0,0,103.7911105,72.67,69.742,47.649,73.546,73.985,73.64540889,58.483,59.461,59.984,60.265,79.013,77.722,78.495,79.72,53.014,248.2366757,2.843,267715,0.675000012,0.518000007,234.285,12.46000004,125.1666641,153.6999969,125.4666672,106.196,107.148,7.639999866,5.260000229,0,0.181470141,0.386000007,328.6116277,324.524302,322.8014183,320.9616509,321.0551857,318.7179067,598.36279,602.3300462,605.3238137,608.6149066,611.7617903,615.235767,.,.,.,.,.,.,128.3113636,128.9457954,129.6986363,130.4647727,131.1997727,131.9977954
1996,0,0.000,0,0,104.3926307,73.168,70.38,48.167,74.022,74.709,74.29919609,59.254,60.964,61.473,61.85,79.519,79.341,80.026,79.556,53.56173,244.7730917,2.742,268364,0.675500035,0.51849997,233.057,12.55333328,125.8333359,155.0666656,126.3000031,106.636,108.115,7.710000038,4.929999828,0,0.185985118,0.38499999,460.1749997,458.4430354,457.2613101,455.6716204,453.8421721,452.8268458,793.8133329,796.1541997,800.9103331,804.485333,808.4887664,812.7872689,.,.,.,.,.,.,108.4964286,109.15175,109.7642143,110.4367143,111.1259285,111.8267307
1996.25,0,0.000,0,0,104.7936371,74.432,71.177,49.699,74.973,75.206,74.91705353,62.323,62.947,63.24,64.462,80.661,80.472,81.117,80.706,54.14074,247.9927883,2.805,269108,0.675999999,0.518999994,235.492,12.71666622,127.0999985,156.3999939,127.8333359,107.141,109.201,8.296666145,5.019999981,0,0.185985118,0.38499999,464.2794864,461.5482628,459.8716049,456.9745523,455.1931839,453.524297,792.5,797.3132365,800.9726049,805.181526,808.8965524,812.6892102,.,.,.,.,.,.,109.2,109.8665,110.543147,111.2292353,111.937,112.6519117
1996.5,0,0.000,0,0,105.1238679,75.08,71.603,50.051,75.506,75.608,75.35302018,65.466,64.403,65.345,64.284,80.583,79.053,79.396,81.434,54.73492,252.4131574,2.82,269976,0.676249981,0.519249976,237.391,12.81333351,127.3333359,157.3000031,128.1666718,107.367,110.155,8.293334007,5.096666813,0,0.185985118,0.38499999,472.3999996,469.122026,466.8888681,465.1998155,463.6159456,461.8837774,804.8307685,808.0474471,812.0141839,815.735026,819.5197295,822.743583,.,.,.,.,.,.,109.6,110.2676571,110.9607714,111.7034285,112.4450294,113.1840606
1996.75,0,0.000,0,0,105.7062675,75.899,72.186,51.028,76.118,76.053,75.8425418,65.288,65.479,67.112,63.62,81.266,78.825,78.886,82.662,55.349,254.2556319,2.821,270878,0.676499963,0.519500017,239.834,12.89333344,128.0666656,158.6666718,128.4333344,107.919,110.589,7.916666508,4.976666451,0,0.185985118,0.38499999,468.5055553,466.4279442,465.1127774,463.503083,461.7783886,460.9091711,805.7972218,810.1982219,814.0249163,817.5744441,821.0725553,824.5776108,.,.,.,.,.,.,110.1,110.7197576,111.4102424,112.1315454,112.8457187,113.5796875
1997,0,0.000,0,0,106.3896552,76.483,72.913,52.411,76.581,76.671,76.41786189,66.812,66.758,68.825,63.835,81.411,77.764,76.352,83.534,55.98514,254.7410963,2.752,271585,0.676750004,0.519749999,241.359,13.01000023,127.9333344,159.6333313,128.5,108.59,111.205,8.069999695,5.059999943,0,0.191246033,0.386000007,467.0894731,466.6979733,465.8248945,464.868526,464.0579733,462.8501996,812.0999994,815.9158944,819.8577628,824.0185786,827.8732892,832.2637711,.,.,.,.,.,.,110.7,111.3243939,112.0069697,112.7148485,113.4429091,114.2418666
